CARD,NUMBER OF PREVIOUS YEARS,HERO MODE,SQUARE 1: TITLE,SQUARE 1: AUTHOR,SQUARE 1: HARD MODE,SQUARE 1: SUBSTITUTION,SQUARE 2: TITLE,SQUARE 2: AUTHOR,SQUARE 2: HARD MODE,SQUARE 2: SUBSTITUTION,SQUARE 3: TITLE,SQUARE 3: AUTHOR,SQUARE 3: HARD MODE,SQUARE 3: SUBSTITUTION,SQUARE 4: TITLE,SQUARE 4: AUTHOR,SQUARE 4: HARD MODE,SQUARE 4: SUBSTITUTION,SQUARE 5: TITLE,SQUARE 5: AUTHOR,SQUARE 5: HARD MODE,SQUARE 5: SUBSTITUTION,SQUARE 6: TITLE,SQUARE 6: AUTHOR,SQUARE 6: HARD MODE,SQUARE 6: SUBSTITUTION,SQUARE 7: TITLE,SQUARE 7: AUTHOR,SQUARE 7: HARD MODE,SQUARE 7: SUBSTITUTION,SQUARE 8: TITLE,SQUARE 8: AUTHOR,SQUARE 8: HARD MODE,SQUARE 8: SUBSTITUTION,SQUARE 9: TITLE,SQUARE 9: AUTHOR,SQUARE 9: HARD MODE,SQUARE 9: SUBSTITUTION,SQUARE 10: TITLE,SQUARE 10: AUTHOR,SQUARE 10: HARD MODE,SQUARE 10: SUBSTITUTION,SQUARE 11: TITLE,SQUARE 11: AUTHOR,SQUARE 11: HARD MODE,SQUARE 11: SUBSTITUTION,SQUARE 12: TITLE,SQUARE 12: AUTHOR,SQUARE 12: HARD MODE,SQUARE 12: SUBSTITUTION,SQUARE 13: TITLE,SQUARE 13: AUTHOR,SQUARE 13: HARD MODE,SQUARE 13: SUBSTITUTION,SQUARE 14: TITLE,SQUARE 14: AUTHOR,SQUARE 14: HARD MODE,SQUARE 14: SUBSTITUTION,SQUARE 15: TITLE,SQUARE 15: AUTHOR,SQUARE 15: HARD MODE,SQUARE 15: SUBSTITUTION,SQUARE 16: TITLE,SQUARE 16: AUTHOR,SQUARE 16: HARD MODE,SQUARE 16: SUBSTITUTION,SQUARE 17: TITLE,SQUARE 17: AUTHOR,SQUARE 17: HARD MODE,SQUARE 17: SUBSTITUTION,SQUARE 18: TITLE,SQUARE 18: AUTHOR,SQUARE 18: HARD MODE,SQUARE 18: SUBSTITUTION,SQUARE 19: TITLE,SQUARE 19: AUTHOR,SQUARE 19: HARD MODE,SQUARE 19: SUBSTITUTION,SQUARE 20: TITLE,SQUARE 20: AUTHOR,SQUARE 20: HARD MODE,SQUARE 20: SUBSTITUTION,SQUARE 21: TITLE,SQUARE 21: AUTHOR,SQUARE 21: HARD MODE,SQUARE 21: SUBSTITUTION,SQUARE 22: TITLE OF COLLECTION,SQUARE 22: AUTHOR OF COLLECTION,SQUARE 22: HARD MODE,SQUARE 22: SUBSTITUTION,SQUARE 22A: SHORT STORY 1,SQUARE 22A: AUTHOR 1,SQUARE 22B: SHORT STORY 2,SQUARE 22B: AUTHOR 2,SQUARE 22C: SHORT STORY 3,SQUARE 22C: AUTHOR 3,SQUARE 22D: SHORT STORY 4,SQUARE 22D: AUTHOR 4,SQUARE 22E: SHORT STORY 5,SQUARE 22E: AUTHOR 5,SQUARE 23: TITLE,SQUARE 23: AUTHOR,SQUARE 23: HARD MODE,SQUARE 23: SUBSTITUTION,SQUARE 24: TITLE,SQUARE 24: AUTHOR,SQUARE 24: HARD MODE,SQUARE 24: SUBSTITUTION,SQUARE 25: TITLE,SQUARE 25: AUTHOR,SQUARE 25: HARD MODE,SQUARE 25: SUBSTITUTION,FAVORITE SQUARE,UNFAVORITE SQUARE
1214,2,,The Bone Shard Daughter,Andrea Stewart,,,The Master and Margarita,Mikhail Bulgakov,,,Gregor the Overlander,Suzanne Collins,Yes,,The Silverblood Promise,James Logan,Yes,,The Traitor Baru Cormorant,Seth Dickinson,Yes,,The Eye of the Heron,Ursula K. Le Guin,,,The Bone Harp,Victoria Goddard,Yes,,Holy Sister,Mark Lawrence,,,Into the Labyrinth,John Bierce,Yes,,Emily Wilde's Map of the Otherlands,Heather Fawcett,,,The Library of the Dead,T.L. Huchu,,,Titus Groan,Mervyn Peake,Yes,,Fifty Beasts to Break Your Heart: And Other Stories,GennaRose Nethercott,,,The Tainted Cup,Robert Jackson Bennett,Yes,,Stations of the Tide,Michael Swanwick,,,The Blacktongue Thief,Christopher Buehlman,,,The Warrior's Apprentice,Lois McMaster Bujold,Yes,,The Saint of Bright Doors,Vajra Chandrasekera,Yes,,Dungeon Crawler Carl,Matt Dinniman,Yes,,Eynhallow,Tim McGregor,,,The Raven Boys,Maggie Stiefvater,Yes,,Ghost Stories of an Antiquary,M. R. James,Yes,,,,,,,,,,,,Roadside Picnic,"Arkady Strugatsky, Boris Strugatsky",Yes,,House of Leaves,Mark Z. Danielewski,Yes,,The Luminous Dead,Caitlin Starling,Yes,,1. First in a Series,"16. Orcs, Trolls, and Goblins — Oh My!"
1215,0,,Death By Silver,"Amy Griswold, Melissa Scott",,,The Enchantment Emporium,Tanya Huff,,,System Collapse,Martha Wells,Yes,,The Once and Future Witches,Alix E. Harrow,Yes,,The Golem and the Jinni,Helene Wecker,,,Mistress of Dragons,Margaret Weiss,Yes,,The Harp of Kings,Juliet Marillier,Yes,,The Lost Bookshop,"Evie Woods, Nick Biadon",Yes,,Under a Cloven Sky,Ricardo Peters,Yes,,Throne of Serpents,Frost Kay,,,Bunny,Mona Awad,Yes,,The Water Outlaws,S.L. Huang,Yes,,Daindreth’s Empress,Elisabeth Wheatley,,,Fourth Wing,Rebecca Yarrows,Yes,,I Who Have Never Known Men,Jacqueline Harpman,,,Legends & Lattes,Travis Baldree,Yes,,"The Long Way to a Small, Angry Planet",Becky Chambers,Yes,,A Phoenix First Must Burn,Patrice Caldwell,,,Kindred,Octavia E. Butler,Yes,,Never Whistle at Night,"Shane Hawk, Theodore C. Van Alst Jr.",Yes,,The House in the Cerulean Sea,T.J. Klune,,,Scourge of the Seas of Time (and Space),Catherine Lundoff,Yes,,,,,,,,,,,,Fireheart Tiger,Aliette de Bodard,Yes,,Keeper of Enchanted Rooms,Charlie N. Holmberg,,,Nettle & Bone,T. Kingfisher,,,20. Judge A Book By Its Cover,15. Published in the 1990s
1216,4,,Stargazy Pie,Victoria Goddard,Yes,,Ship of Smoke and Steel,Django Wexler,Yes,,A Letter to the Luminous Deep,Sylvie Cathrall,Yes,,Six of Crows,Leigh Bardugo,Yes,,His Secret Illuminations,Scarlett Gale,Yes,,Of Books and Paper Dragons,"Vaela Denarr, Micah Iannandrea",Yes,,The Harp of Kings,Juliet Marillier,Yes,,The Moonday Letters,Emmi Itäranta,Yes,,A Quest For Her Roots,Katie M. Thornton,Yes,,The Magpie Lord,K.J. Charles,Yes,,Legendborn,Tracy Deonn,Yes,,The Innkeeper's Song,Peter S. Beagle,Yes,,Accidental Demons,Clare Edge,Yes,,The Spear Cuts Through Water,Simon Jimenez,Yes,,Mother of Winter,Barbara Hambly,Yes,,Bookshops & Bonedust,Travis Baldree,Yes,,The Warrior's Apprentice,Lois McMaster Bujold,Yes,,The Daughters of Izdihar,Hadeer Elsbai,Yes,,Elder Race,Adrian Tchaikovsky,Yes,,The Summer Prince,Alaya Dawn Johnson,Yes,,Emily Wilde's Map of the Otherlands,Heather Fawcett,Yes,,Embroidered Worlds: Fantastic Fiction from Ukraine and the Diaspora,"Valya Dudycz Lupescu, Olha Brylova, Iryna Pasko",Yes,,,,,,,,,,,,The Last Graduate,Naomi Novik,Yes,Set in a School or University 2020,The Tainted Cup,Robert Jackson Bennett,Yes,,The Mimicking of Known Successes,Malka Ann Older,Yes,,21. Set in a Small Town,23. Eldritch Creatures
1217,0,Yes,A Crown for Cold Silver,Alex Marshall,,,Brightly Burning,Mercedes Lackey,,,Homeland,R.A. Salvatore,Yes,,The Gutter Prayer,Gareth Hanrahan,Yes,,Paladin's Strength,T. Kingfisher,Yes,,When Among Crows,Veronica Roth,,,Warhost of Vastmast,Janny Wurts,,,Dragons of the Lost Star,"Margaret Weis, Tracy Hickman",Yes,,Throne in the Dark,AK Caggiano,,,Demon's Guide to Wooing a Witch,Sarah Hawley,,,Blood Over Bright Haven,M.L. Wang,,,A Day of Fallen Night,Samantha Shannon,,,Haunt Sweet Home,Sarah Pinsker,,,The Heroes,Joe Abercrombie,Yes,,Summers at Castle Auburn,Sharon Shinn,,Published in the 2000s 2023,Bookshops & Bonedust,Travis Baldree,Yes,,Space Unicorn Blues,TJ Berry,Yes,,The Djinn Waits a Hundred Years,Shubnum Khan,Yes,,The Butcher of the Forest,Premee Mohamed,Yes,,The Book That Wouldn't Burn,Mark Lawrence,Yes,,American Elsewhere,Robert Jackson Bennett,Yes,,Promethean Horrors,Xavier Aldana Reyes,Yes,,,,,,,,,,,,The Collection,H.P. Lovecraft,,,Jade City,Fonda Lee,,,Teller of Small Fortunes,Julie Leong,,,3. Under the Surface,17. Space Opera
1218,4,,Bannerless,Carrie Vaughn,,,Meet Me at the Crossroads,Megan Giddings,,,The September House,Carissa Orlando,,,Painted Devils,Margaret Owen,,,The Naming Song,Jedidiah Berry,,,Where Late the Sweet Birds Sing,Kate Wilhelm,,,A Conspiracy of Truths,Alexandra Rowland,,,Version Control: A Novel,Dexter Palmer,,,When the Tide Held the Moon,Venessa Vida Kelley,Yes,,Direct Descendants,Tanya Huff,Yes,,A Language of Dragons,S.F. Williamson,,,A Desolation Called Peace,Arkady Martine,Yes,,Toward Eternity: A Novel,Anton Hur,Yes,,It Lasts Forever and Then It's Over,Anne de Marcken,Yes,,Witches Abroad,Terry Pratchett,,,Isabella Nagg and the Pot of Basil,Oliver Darkshire,,,The Last Gifts of the Universe,Riley August,Yes,,Flux,Jinwoo Chong,Yes,,Tuyo,Rachel Neumeier,Yes,,Calypso,Oliver K. Langmead,,,Lone Women: A Novel,Victor LaValle,Yes,,Children of the New World,Alexander Weinstein,Yes,,,,,,,,,,,,The West Passage,Jared Pechaček,Yes,,The Lost Story: A Novel,Meg Shaffer,,,Translation State,Ann Leckie,,,,
1219,7,,Dungeon Crawler Carl,Matt Dinniman,Yes,,Long Live Evil,Sarah Rees Brennan,,,Fathomfolk,Eliza Chan,,,When the Moon Hatched,Sarah A. Parker,,,Jonathan Abernathy You Are Kind,Molly McGhee,,,The Phoenix Keeper,S.A. MacLean,Yes,,A Conspiracy of Truths,Alexandra Rowland,,,Holy Sister,Mark Lawrence,,,To Survive,Mike Staton,Yes,,A Dark and Drowning Tide,Allison Saft,Yes,,Blood Over Bright Haven,M.L. Wang,,,Translation State,Ann Leckie,,,Emily Wilde's Map of the Otherlands,Heather Fawcett,,,Iron Flame,Rebecca Yarros,Yes,,Wicked,Gregory Maguire,,,Mortal Follies,Alexis Hall,,,Some Desperate Glory,Emily Tesh,Yes,,The Saint of Bright Doors,Vajra Chandrasekera,Yes,,Parable of the Sower,Octavia E. Butler,Yes,,A Fate Inked in Blood,Danielle L. Jensen,,,Small Favors,Erin A. Craig,Yes,,Unnatural Creatures: Stories Selected by Neil Gaiman,Neil Gaiman,Yes,,,,,,,,,,,,Meddling Kids,Edgar Cantero,,,Starling House,Alix E. Harrow,,,Strange Beasts of China,Yan Ge,,,11. Dark Academia,20. Judge A Book By Its Cover
1220,0,,The way of kings,Brandon Sanderson,Yes,,Dungeon Crawler Carl,Matt Dinniman,,,Carl's Doomsday Scenario,Matt Dinniman,Yes,,Mistborn,Brandon Sanderson,Yes,,Knife of Dreams,Robert Jordan,,,The Hobbit,J.R.R. Tolkien,Yes,,Nyugat Zombik,Oliver Csepella,Yes,,A memory of light,"Robert Jordan, Brandon Sanderson",Yes,,The gathering storm,"Robert Jordan, Brandon Sanderson",,2024,That Time I Got Drunk and Saved a Demon,Kimberley Lemming,,,Didn’t do,Didn’t do,,,Crossroads of Twilight,Robert Jordan,Yes,,The measure,Nikki Erlick,Yes,,Towers of Midnight,"Robert Jordan, Brandon Sanderson",Yes,,A crown of swords,Robert Jordan,,,The Dungeon Anarchist's Cookbook,Matt Dinniman,,,System Collapse,Martha Wells,Yes,,The Ministry of time,Kailane Bradley,Yes,,The Hero of ages,Brandon Sanderson,Yes,,Wind and Truth,Brandon Sanderson,Yes,,The woman in the purple skirt,Natsuko Imamura,Yes,,The Gollancz Book of South Asian Science Fiction,Tarun K. Saint,Yes,,,,,,,,,,,,The well of ascension,Brandon Sanderson,Yes,,Words of radiance,Brandon Sanderson,Yes,,Words of radiance,Brandon Sanderson,Yes,,8. Prologues and Epilogues,9. Self-Published or Indie Publisher
1221,0,Yes,Three Parts Dead,Max Gladstone,Yes,,The Lies of Locke Lamora,Scott Lynch,Yes,,System Collapse,Martha Wells,Yes,,The Sky on Fire,Jenn Lyons,Yes,,Night's Master,Tanith Lee,,,The Dragon Waiting,John M. Ford,Yes,,The First Binding,R.R. Virdi,,,Otherland: City of Golden Shadow,Tad Williams,Yes,,Desert Creatures,Kay Chronister,Yes,,Thief Liar Lady,D.L. Soria,,,Vita Nostra,"Marina Dyachenko, Sergey Dyachenko",,,City of Last Chances,Adrian Tchaikovsky,Yes,,The Mercy of Gods,James S.A. Corey,,,When the Angels Left the Old Country,Sacha Lamb,Yes,,The Lions of Al-Rassan,Guy Gavriel Kay,Yes,,The Goblin Emperor,Katherine Addison,Yes,,Persephone Station,Stina Leicht,Yes,,The Blueprint,Rae Giana Rashad,Yes,,The Lies of the Ajungo,Moses Ose Utomi,Yes,,A Portrait in Shadow,Nicole Jarvis,Yes,,Kings of the Wyld,Nicholas Eames,,Cool Weapon 2022,Uranians: Stories,Theodore McCombs,Yes,,,,,,,,,,,,What Moves the Dead,T. Kingfisher,Yes,,The Death I Gave Him,Em X. Liu,Yes,,Ink Blood Sister Scribe,Emma Törzs,,,24. Reference Materials,10. Romantasy
1222,2,Yes,A Court of Thorns and Roses,Sarah J. Maas,Yes,,Nona the Ninth,Tamsyn Muir,,,The Deep,Solomon Rivers,Yes,,Ballad of Song and Wine: Qiang Jin Jiu Vol. 1,Tang Jiu Qing,,,Sound the Gong,Joan He,Yes,,"Moon Witch, Spider King",Marlon James,,,Space Opera,Catherynne M. Valente,,,Human Acts,Han Kang,,,Remnants of Filth: Yuwu Vol. 3,rou bao bu chi rou,,,Winter's Orbit,Everina Maxwell,Yes,,The Golden Enclaves,Naomi Novik,,,Mirrored Heavens,Rebecca Roanhorse,Yes,,The City in Glass,Nghi Vo,,,Stars of Chaos: Sha Po Lang Vol. 3,Priest,Yes,,Parable of the Sower,Octavia E. Butler,,,One Dark Window,Rachel Gillig,Yes,"No Ifs, Ands, or Buts (2022)",Ancillary Justice,Ann Leckie,Yes,,Light from Uncommon Stars,Ryka Aoki,,,The Warm Hands of Ghosts,Katherine Arden,Yes,,Her Radiant Curse,Elizabeth Lim,Yes,,All the Murmuring Bones,A.G. Slatter,,,Tevinter Nights,Chris Baine and Patrick Weekes,Yes,,,,,,,,,,,,The Seven Moons of Maali Almeida,Shehan Karunatilaka,Yes,,The Lotus Empire,Tasha Suri,Yes,,The Saint of Bright Doors,Vajra Chandrasekera,,,23. Eldritch Creatures,"16. Orcs, Trolls, and Goblins — Oh My!"
1223,4,,Three Parts Dead,Max Gladstone,Yes,,A Market of Dreams and Destiny,Trip Galey,,,The Fireborne Blade,Charlotte Bond,Yes,,The Dawnhounds,Sascha Stronach,,,The Wee Free Men,Terry Pratchett,,,,,,,The Bone Harp,Victoria Goddard,Yes,,,,,,,,,,Paladin's Faith,T. Kingfisher,,,,,,,No Country for Old Gnomes,"Delilah S. Dawson, Kevin Hearne",Yes,,,,,,,,,,Fifth Quarter,Tanya Huff,Yes,,,,,,,,,,,,,,,,,,The Imposition of Unecessary Obstacles,Malka Ann Older,,,The Spellshop,Sarah Beth Durst,,,,,,,,,,,,,,,,,,,,,The Golden Enclaves,Naomi Novik,,,A Rival Most Vial,R.K. Ashwick,Yes,,,
1224,1,,Shards of Honor,Lois McMaster Bujold,Yes,,Tested by Temptation,Lindsay Buroker,,,Dungeon of Chance: Even Odds,Jonathan Brooks,Yes,,The Rules of Supervillainy,C.T. Phipps,Yes,,A Conjuring of Ravens,Azalea Ellis,Yes,,Her Rival Dragon Mate,Arizona Tape,Yes,,We Own the Sky,Sara Crawford,,,Unsouled,Will Wight,,,The Adventures of Strongarm and Lightfoot: Scratching a Lich,Michael C. Bailey,Yes,,How to Get a Girlfriend (When You're a Terrifying Monster),Marie Cardno,Yes,,Coraline,Neil Gaiman,,,The Forty-Year-Old Virgin Witch,Raven Storm,,,Primal Mirror,Nalini Singh,,,We Could Be Heroes,Mike Chen,Yes,,Code of Conduct,Kristine Smith,Yes,,Goblin Mischief,Kyler Anne Ford,Yes,,Saga volume 11,Brian K. Vaughan; Fiona Staples,,,Parable of the Sower (graphic novel edition),"Octavia Butler, Damian Duffy, John Jennings",,,Primal Eclipse,Stan C. Smith,Yes,,Colony One,Tarah Benner,,,The Trouble with Witches,Kristen Painter,Yes,,Orphans in the Black: A Space Opera Anthology,C. Gockel (editor),Yes,,,,,,,,,,,,Monstress volume 4: The Chosen,"Marjorie M. Liu, Sana Takeda",Yes,,The Dragon's Daughter and the Winter Mage,Jeffe Kennedy,,,The Blood-born Dragon,J.C. Rycroft,,,6. Entitled Animals,7. Bards
1225,3,,Guess How Much I Love You,Sam McBratney,,,Chicka Chicka Boom Boom,"Bill Price, Jr",,,The Bunny Burrow Buyer's Book,Steve Light,Yes,,Where the Wild Things Are,Maurice Sendak,,,,,,,"See You Later, Alligator!",Annie Kubler,,,The Bourbon Street Band is Back,Ed Shankman,,,Cloudy with a Chance of Meatballs,Judi Barrett,,,Penguin on a Scooter,Caspar Babypants,,,The Pout-Pout Fish,Deborah Diesen,,,The Magic Schoolbus Inside a Hurricaine,Joanna Cole,Yes,,I Kissed the Baby!,Mary Murphy,,,Why Not?,Kobi Yamada,,,Trio: The Tale of a Three-Legged Cat,Andrea Wisnewski,,,,,,,,,,,,,,,,,,,The Very Hungry Caterpillar,Eric Carle,Yes,,Dragons Love Tacos,Adam Rubin,,,"Busy, Busy Town",Richard Scarry,,,Mother Goose Favorites,Mary Engelbreit,Yes,,,,,,,,,,,,A Long Rest for Little Monsters,Brittany Ramirez,Yes,,Clifford at the Circus,Norman Bridwell,,Name in the title,,,,,3. Under the Surface,24. Reference Materials
1226,0,,Thieftaket,D.B. Jackson,Yes,,The Wolf in the Whale,Jordanna Max Brodsky,,,Paladin's Hope,T. Kingfisher,Yes,,Vicious,V.E. Schwab,,,The Witch's Heart,Genevieve Gornichec,,,The Forgotten Beasts of Eld,Patricia A. McKillip,Yes,,A Fate Inked in Blood,Danielle L. Jensen,,,The Dragonbone Chair,Tad Williams,,,The Fire in the Glass,Jacquelyn Benson,,,Half a Sould,Olivia Atwater,,,The Scholomance,Naomi Novik,,,The Soear Cuts Through Water,Simon Jimenez,,,The Book that Broke the Workd,Mark Lawrence,,,The Kingdom of the Gods,N.K. Jemisin,Yes,,Hogfather,Terry Pratchett,,,The Daughter’s War,Christopher Buehlman,,,Ocean’s Echo,Everina Maxwell,Yes,,The Adventures of Amina al-Sirafi,S.A. Chakraborty,,,Red Rabbit,Alex Grecian,Yes,,The Foxglove King,Hannah F. Whitten,,,Beguilement,Lois McMaster Bujold,,,The Book of Swords,George R.R. Martin,Yes,,,,,,,,,,,,The Tainted Cup,Robert Jackson Bennett,Yes,,To Shape a Dragon’s Breath,Monique Blackgoose,,,Godkiller,Hannah Kaner,,,19. Survival,5. Dreams
1227,3,,CatSronauts: Mission Moon,Drew Brockington,Yes,,Night of the Ninjas Gaphic Novel,Mary Pope Osborne,,,The Halloween Tree,Ray Bradbury,,,The Bad Guys Episode 2: Mission Unpluckable,Aaron Blabey,Yes,,Peter Pan in Scarlet,Geraldine MecCaughrean,,,An Enchanment of Ravens,Margaret Rogerson,,,The Seven Tales of Trinket,Shelley Moore Thomas,Yes,,Wind and Truth,Brandon Sanderson,Yes,,Just Stab Me Now,Jill Bearup,,,Ten Thousand Stitches,Olivia Atawater,,,A Study in Downing,Ava Reid,Yes,,Arrows of the Queen,Mercedes Lackey,Yes,,The Scarlet Shedder,Dav Pilkey,,,One Dark Window,Rachel Gilig,,,Haroun and the Sea of Stories,Salman Rushdie,Yes,,Unseen Academicals,Terry Pratchett,Yes,,System Collapse,Martha Wells,Yes,,Long Way Down,Jason Reynolds,,,The Wild Robot,Peter Brown,Yes,,The Spirit Glass,Roshani Chokshi,Yes,,The Perfactly Proper Paranormal Museum,Kirsten Weiss,Yes,,Heroes & Villians,Jon Scieszka,Yes,,,,,,,,,,,,Don't Let the Forest In,C.G. Drews,Yes,,Kelcie Murphy and the Hunt for the Heart of Danu,Erika Lewis,,,Something Rotten,Jasper Fforde,,,19. Survival,11. Dark Academia
1228,3,,The Girl and the Stars,Mark Lawrence,,,How to Sell a Haunted House,Grady Hendrix,Yes,,A Face Like Glass,Frances Hardinge,Yes,,The Blacktongue Thief,Christopher Buehlman,,,The Tyranny of Faith,Richard Swan,,,The Basilisk Throne,Greg Keyes,Yes,,A Song of Flight,Juliet Marillier,Yes,,Wind and Truth,Brandon Sanderson,Yes,,Murder at Spindle Manor,Morgan Stang,,,One Dark Window,Rachel Gillig,,,Blood Over Bright Haven,M.L. Wang,,,The Family Experiment,John Marrs,Yes,,Extinction,Douglas Preston,,,Flowers For Algernon,Daniel Keyes,Yes,,The Lost World,Michael Crichton,,,Dungeon Crawler Carl,Matt Dinniman,,,Dune,Frank Herbert,,,To Shape a Dragon's Breath,Moniquill Blackgoose,Yes,,Swan Song,Robert R. McCammon,,,Gods of the Wyrdwood,R.J. Barker,Yes,,Pines,Blake Crouch,Yes,,You Like It Darker,Stephen King,Yes,,,,,,,,,,,,Echo of Worlds,M.R. Carey,Yes,,The Will of the Many,James Islington,Yes,,The Tainted Cup,Robert Jackson Bennett,,,20. Judge A Book By Its Cover,10. Romantasy
1229,1,,Dungeon Crawler Carl,Matt Dinniman,Yes,,Dusk or Dark or Dawn or Day,Seanan McGuire,Yes,,The Luminous Dead,Caitlin Starling,Yes,,Mistborn,Brandon Sanderson,Yes,,Navola,Paolo Bacigalupi,Yes,,The Rage of Dragons,Evan Winter,Yes,,A River Enchanted,Rebecca Ross,Yes,,The Last Tale of the Flower Bride,Roshani Chokshi,Yes,,The Midnight Bargain,C.L. Polk,Yes,,Iron Widow,Xiran Jay Zhao,Yes,,Service Model,Adrian Tchaikovsky,Yes,Features Robots 2023,The Art of Prophecy,Wesley Chu,Yes,,Masquerade,O.O. Sangoyomi,Yes,,The Truth of the Aleke,Moses Ose Utomi,Yes,,The Alleluia Files,Sharon Shinn,Yes,,The Assassination of Brangwain Spurge,"M.T. Anderson, Eugene Yelchin",Yes,,Space Opera,Catherynne M. Valente,Yes,,Monstrilio,Gerardo Sámano Córdova,Yes,,The Blue Book of Nebo,Manon Steffan Ros,Yes,,A Season of Monstrous Conceptions,Lina Rather,Yes,,Nothing but the Rain,Naomi Salman,Yes,,Monster Portraits,"Sofia Samatar, Del Samatar",Yes,,,,,,,,,,,,The Saint of Bright Doors,Vajra Chandrasekera,Yes,,Gideon the Ninth,Tamsyn Muir,Yes,,Kindred,Octavia E. Butler,Yes,,3. Under the Surface,5. Dreams
1230,0,,Finna,Nino Cipri,,,A Short Stay in Hell,Steven L. Peck,,,Our Wives Under the Sea,Julia Armfield,Yes,,Between Two Fires,Christopher Buehlman,,,Labyrinth's Heart,,,,When Among Crows,Veronica Roth,,,The River Has Roots,Amal El-Mohtar,,,The Queen of Nothing,Holly Black,Yes,,The Sword of Kaigen,M.L. Wang,,,Swordheart,T. Kingfisher,,,Graveyard Shift,M.L. Rio,Yes,,The Familiar,Leigh Bardugo,Yes,,"Your Blood, My Bones",Kelly Andrew,,,The Blade Itself,Joe Abercrombie,Yes,,Parable of the Sower,Octavia E. Butler,,,,,,,Rogue Protocol,Martha Wells,Yes,,Certain Dark Things,Silvia Moreno-Garcia,,,A Day of Fallen Night,Samantha Shannon,,,"The Girl from the Other Side: Siúil, a Rún Deluxe Edition III",Nagabe,,,Diavola,Jennifer Thorne,Yes,,,,,,The Lesser Horsemen,Keith Rosson,At This Table,Keith Rosson,Baby Jill,Keith Rosson,Their Souls Climb The Moon,Keith Rosson,The Knight and the Butcherbird,Alix E. Harrow,Thrum,Meg Smitherman,Yes,,Orbital,Samantha Harvey,,,Lady Macbeth,Ava Reid,,Title With a Title 2023,2. Alliterative Title,"16. Orcs, Trolls, and Goblins — Oh My!"
1231,1,,Daughter of Redwinter,Ed McDonald,,,Sorcery and Small Magics,Maiga Doocy,,,This Gilded Abyss,Rebecca Thorne,,,Iron Widow,Xiran Jay Zhao,,,Nicked,M.T. Anderson,,,The Phoenix Keeper,S.A. MacLean,,,Til Death Do Us Bard,Rose Black,,,The Hanged Man,K.D. Edwards,,,A Rival More Vial,R.K. Ashwick,,,Honey Witch,Sydney J. Shields,,,Strange Beasts,Susan J. Morris,,,The Water Outlaws,S.L. Huang,,,The Tainted Cup,Robert Jackson Bennett,,,Cursed Cocktails,S.L. Rowland,,,Sing the Four Quarters,Tanya Huff,,,The Unspoken Name,A.K. Larkwood,,,Floating Hotel,Grace Curtis,,,Fevered Star,Rebecca Roanhorse,,,The Jasmine Throne,Tasha Suri,,,Battle of the Linguist Mages,Scotto Moore,,,What Moves the Dead,T. Kingfisher,,,,,,,Radiant,N.L. Bates,Jellyfish Lovepotion,J.S. Fields,Thorns and Fur,William C. Tracy,Dew Diligence,Robin C.M. Duncan,Killer Trees and Second Chances,Sara Codair,Gideon the Ninth,Tamsyn Muir,,,The Warden,Daniel M. Ford,,,Spear,Nicola Griffith,,,"16. Orcs, Trolls, and Goblins — Oh My!",24. Reference Materials
1232,2,,Vanished,Nicole Mckeon,Yes,,Among the Beasts & Briars,Ashley Poston,,,This Gilded Abyss,Rebecca Thorne,Yes,,The Stardust Grail,Yume Kitsei,Yes,,It Waits in the Forest,Sarah Dass,,,The Wren and the Holly,K.A Linde,,,The Story of Silence,Alex Myers,Yes,,The Hurricane Wars,Thea Guanzon,Yes,,The Vampire Knitting Club,Nancy Warren,,,Back in a Spell,Lana Harper,Yes,,Babel,R.F. Kuang,,,The Book of Doors,Gareth Brown,Yes,,The Spellshop,Sarah Beth Durst,,,Faebound,Saara El-Arifi,Yes,,Naked in Death,J.D. Robb,Yes,,The Teller of Small Fortunes,Julie Leong,,,Space Opera,Catherynne M. Valente,Yes,,This Ravenous Fate,Hayley Dennings,Yes,,Lore of the Wilds,Analeigh Sbrana,Yes,,Kingdom of Villians,Ella Fields,Yes,,Remedial Magic,Melissa Marr,Yes,,The Librarian of Crooked Lane,C.J. Archer,,Mundane Job 2023,,,,,,,,,,,Symphony for a Deadly Throne,E.J. Mellow,Yes,,Song of Blood & Stone,L. Penelope,Yes,,Paladin's Grace,T. Kingfisher,,,3. Under the Surface,22. Five SFF Short Stories
1233,0,,Dirty Magic,Jaye Wells,Yes,,,,,,,,,,Triss's book,Tamora Pierce,,,,,,,The Voyage of the Basilisk,Marie Brennan,Yes,,,,,,,,,,On Lavender Tides,Travis M. Riddle,,,,,,,A Deadly Education,Naomi Novik,,,The Blade Itself,Joe Abercrombie,Yes,,Mislaid in Parts Half-Known,Seanan McGuire,,,A Psalm for the Wild-Built,Becky Chambers,Yes,,The Magic of Recluce,L.E. Modesitt Jr.,Yes,,Nine Goblins,T. Kingfisher,Yes,,,,,,Untethered Sky,Fonda Lee,,,Lies of the Ajungo,Moses Ose Utomi,Yes,,,,,,Moon Called,Patricia Briggs,Yes,,,,,,,,,,,,,,,,,,,,The Black Prism,Brent Weeks,Yes,,,,,,15. Published in the 1990s,20. Judge A Book By Its Cover
